1000/09,159,1/5/2021,
1016/04,355,1/20/2021,
1016/10,84,1/5/2021,
1020/01,547,1/20/2021,
1040/12,173,1/20/2021,
1049/09,543,1/7/2021,
1053/12,80,1/6/2021,
1053/12,49,1/5/2021,
1055/02,178,1/12/2021,
1055/12,622,1/25/2021,
1057/12,535,1/5/2021,
1058/06,144,1/21/2021,
1061/9,88,1/17/2021,
1064/05,90,1/6/2021,
1084/10,109,1/12/2021,
1085/09,143,1/13/2021,
1085/09,140,1/7/2021,
1092/10,65,1/12/2021,
1095/07,104,1/29/2021,
1101/07,88,1/25/2021,
1101/07,91,1/5/2021,
1106/07,61,1/29/2021,
1111/05,110,1/10/2021,
1130/06,133,1/21/2021,
1142/08,864,1/8/2021,
1142/08,804,1/5/2021,
1177/01,629,1/5/2021,
1205/02,187,1/25/2021,
1238/07,811,1/6/2021,
1243/08,173,1/5/2021,
1247/08,965,1/18/2021,
1247/08,1362,1/6/2021,
1247/09,151,1/12/2021,
1254/05,121,1/5/2021,
1291/09,710,1/15/2021,
1310/09,113,1/17/2021,
1325/08,107,1/26/2021,
1325/08,131,1/10/2021,
1332/03,75,1/12/2021,
1334/04,229,1/4/2021,
1342/04,69,1/4/2021,
1346/04,116,1/5/2021,
1373/11,83,1/28/2021,
1374/11,60,1/22/2021,
1386/01,261,1/17/2021,
1394/03,231,1/26/2021,
1399/08,122,1/13/2021,
1403/09,68,1/20/2021,
1416/08,911,1/5/2021,
1458/09,79,1/17/2021,
1472/02,378,1/3/2021,
1513/09,173,1/4/2021,
1525/03,68,1/10/2021,
1532/09,106,1/14/2021,
1536/09,108,1/10/2021,
1537/09,495,1/5/2021,
1619/03,222,1/19/2021,
1636/03,250,1/11/2021,
1678/01,116,1/27/2021,
1716/01,731,1/4/2021,
07/2020,200,1/14/2021,
01/2021,248,1/3/2021,
02/21,268,1/4/2021,
04/2021,936,1/19/2021,
04/18,1223,1/24/2021,
04/20,733,1/4/2021,
4/21,281,1/13/2021,
4/21,86,1/5/2021,
06/20,65,1/20/2021,
6/20,674,1/12/2021,
06/21,91,1/12/2021,
07/05,79,1/17/2021,
07/20,193,1/29/2021,
7/20,101,1/27/2021,
07/20,202,1/22/2021,
07/20,191,1/18/2021,
7/21,262,1/5/2021,
09/21,177,1/21/2021,
9/21,608,1/11/2021,
9/21,367,1/5/2021,
10/2021,187,1/5/2021,
10/20,103,1/29/2021,
10/20,1053,1/7/2021,
11/20,87,1/12/2021,
11/20,80,1/12/2021,
11/21,294,1/6/2021,
12/2021,170,1/6/2021,
12/14,399,1/19/2021,
100/19,132,1/5/2021,
100/20,1213,1/8/2021,
100/21,84,1/19/2021,
1000/20,516,1/6/2021,
1001/18,704,1/6/2021,
1003/19,186,1/21/2021,
1004/13,500,1/6/2021,
1004/15,144,1/6/2021,
1004/17,407,1/10/2021,
1005/18,81,1/14/2021,
10067/21,679,1/29/2021,
1007/13,1098,1/5/2021,
1007/19,388,1/7/2021,
1008/15,423,1/5/2021,
1008/20,281,1/7/2021,
101/18,107,1/15/2021,
101/20,1017,1/6/2021,
1010/16,83,1/24/2021,
1011/18,359,1/13/2021,
1011/20,988,1/21/2021,
1012/19,1212,1/6/2021,
1014/17,121,1/19/2021,
1014/19,65,1/12/2021,
1015/15,98,1/10/2021,
1015/17,369,1/1/2021,
1015/18,180,1/18/2021,
1015/19,617,1/6/2021,
1018/16,185,1/11/2021,
1019/20,588,1/6/2021,
102/16,179,1/21/2021,
1020/20,84,1/13/2021,
1021/15,534,1/13/2021,
1021/20,614,1/20/2021,
1024/16,739,1/4/2021,
1028/16,208,1/12/2021,
1028/19,608,1/4/2021,
1028/20,288,1/20/2021,
1029/19,155,1/27/2021,
1029/20,843,1/7/2021,
103/16,333,1/19/2021,
1031/18,785,1/5/2021,
1032/20,524,1/15/2021,
1035/15,110,1/13/2021,
1036/14,54,1/5/2021,
1037/20,302,1/10/2021,
1037/20,710,1/4/2021,
1038/14,161,1/26/2021,
1038/17,912,1/4/2021,
1038/19,48,1/5/2021,
1038/20,133,1/27/2021,
1038/20,130,1/18/2021,
1038/20,129,1/8/2021,
1038/20,127,1/4/2021,
1039/14,143,1/17/2021,
104/03,1252,1/7/2021,
104/17,421,1/27/2021,
1041/16,580,1/11/2021,
1041/20,649,1/13/2021,
1041/20,552,1/5/2021,
1042/17,422,1/5/2021,
1043/20,102,1/20/2021,
1045/20,103,1/20/2021,
1046/15,616,1/4/2021,
10469/20,314,1/27/2021,
1047/18,173,1/28/2021,
1047/20,437,1/31/2021,
1047/20,410,1/3/2021,
1049/18,386,1/18/2021,
105/17,889,1/31/2021,
105/17,828,1/3/2021,
105/20,87,1/12/2021,
105/20,100,1/6/2021,
1050/15,1143,1/4/2021,
1051/13,154,1/21/2021,
1051/15,242,1/3/2021,
1052/14,337,1/11/2021,
1053/17,68,1/7/2021,
1054/14,104,1/17/2021,
1054/18,511,1/4/2021,
1054/19,954,1/6/2021,
1054/20,193,1/7/2021,
1055/19,504,1/5/2021,
1056/17,942,1/7/2021,
1056/17,549,1/5/2021,
1056/18,103,1/26/2021,
1057/18,441,1/23/2021,
1057/19,102,1/5/2021,
1057/20,589,1/31/2021,
1057/20,714,1/30/2021,
106/16,92,1/29/2021,
106/18,67,1/13/2021,
106/20,260,1/4/2021,
1061/14,207,1/31/2021,
1063/17,135,1/21/2021,
1063/18,251,1/6/2021,
1064/18,1153,1/4/2021,
1064/19,1011,1/6/2021,
1064/19,895,1/1/2021,
1065/17,486,1/13/2021,
1065/20,728,1/7/2021,
1066/19,858,1/6/2021,
1069/20,102,1/25/2021,
1069/20,111,1/21/2021,
1069/20,113,1/18/2021,
1069/20,106,1/15/2021,
1069/20,110,1/8/2021,
1069/20,115,1/4/2021,
1071/20,484,1/28/2021,
1072/17,579,1/11/2021,
1074/19,874,1/6/2021,
1074/20,808,1/6/2021,
1075/14,120,1/4/2021,
1075/20,266,1/5/2021,
1077/18,804,1/5/2021,
1077/19,122,1/26/2021,
1077/20,68,1/6/2021,
1079/18,193,1/4/2021,
108/17,60,1/4/2021,
1083/18,873,1/6/2021,
1085/20,142,1/26/2021,
1085/20,129,1/7/2021,
1087/17,547,1/7/2021,
1087/19,212,1/25/2021,
1087/19,204,1/13/2021,
1087/19,189,1/5/2021,
1088/18,1611,1/6/2021,
1089/14,169,1/25/2021,
1089/18,1323,1/11/2021,
1089/18,1434,1/4/2021,
1089/19,106,1/8/2021,
1089/20,585,1/12/2021,
109/07,715,1/20/2021,
109/07,703,1/20/2021,
1090/20,959,1/11/2021,
1090/20,900,1/6/2021,
1091/17,1010,1/4/2021,
1091/19,391,1/5/2021,
1092/18,559,1/11/2021,
1093/17,932,1/6/2021,
1093/20,671,1/13/2021,
1094/20,88,1/14/2021,
1097/20,59,1/29/2021,
1097/20,55,1/25/2021,
1097/20,67,1/22/2021,
1097/20,69,1/18/2021,
1097/20,54,1/15/2021,
1097/20,64,1/11/2021,
1097/20,65,1/8/2021,
1097/20,66,1/4/2021,
1097/20,62,1/1/2021,
1098/17,920,1/4/2021,
1099/17,918,1/2/2021,
1099/18,648,1/7/2021,
110/16,903,1/6/2021,
110/18,428,1/5/2021,
1100/19,256,1/7/2021,
1101/14,65,1/24/2021,
1103/19,1052,1/20/2021,
1103/20,712,1/18/2021,
1104/20,90,1/21/2021,
1104/20,88,1/7/2021,
1105/2021,467,1/6/2021,
1106/19,175,1/27/2021,
1106/20,456,1/13/2021,
1107/14,121,1/28/2021,
1107/19,996,1/27/2021,
1109/17,724,1/5/2021,
111/18,522,1/1/2021,
1112/13,340,1/27/2021,
1113/17,598,1/4/2021,
1113/20,312,1/25/2021,
1114/19,1100,1/5/2021,
1114/20,89,1/25/2021,
1114/20,88,1/18/2021,
1114/20,80,1/15/2021,
1114/20,84,1/11/2021,
1114/20,91,1/8/2021,
1114/20,77,1/4/2021,
1114/20,80,1/1/2021,
1116/19,90,1/26/2021,
1117/13,192,1/5/2021,
1118/19,511,1/1/2021,
1119/17,870,1/4/2021,
1119/20,263,1/20/2021,
112/09,104,1/17/2021,
112/19,175,1/10/2021,
112/20,944,1/6/2021,
1121/18,101,1/19/2021,
1124/13,967,1/5/2021,
1124/13,1154,1/1/2021,
1124/19,649,1/2/2021,
1124/19.,346,1/8/2021,
1126/18,906,1/6/2021,
1127/20,1107,1/5/2021,
1128/19,627,1/4/2021,
1129/20,118,1/19/2021,
1130/15,1203,1/7/2021,
1130/19,1253,1/5/2021,
1130/20,250,1/11/2021,
1131/18,79,1/21/2021,
1131/20,540,1/25/2021,
1132/19,1026,1/5/2021,
1132/20,754,1/18/2021,
1132/20,748,1/11/2021,
1133/20,448,1/20/2021,
1133/20,397,1/11/2021,
1134/18,125,1/19/2021,
1134/19,1264,1/4/2021,
1134/19.,1465,1/4/2021,
1135/20,309,1/24/2021,
1136/20,115,1/4/2021,
1137/19,1049,1/6/2021,
1138/18,89,1/28/2021,
114/10,327,1/14/2021,
114/19,1289,1/4/2021,
114/20,392,1/31/2021,
114/20,398,1/6/2021,
1140/18,286,1/6/2021,
1140/20,129,1/12/2021,
1141/20,1177,1/5/2021,
1142/14,81,1/11/2021,
1142/20,45,1/27/2021,
1145/19,287,1/12/2021,
1145/20,519,1/4/2021,
115/11,71,1/21/2021,
1156/20,208,1/11/2021,
1157/13,480,1/27/2021,
116/18,717,1/5/2021,
116/20,63,1/25/2021,
117/04,118,1/19/2021,
117/07,125,1/11/2021,
118/19,621,1/12/2021,
1180/13,59,1/28/2021,
1182/19,105,1/6/2021,
1185/13,1236,1/22/2021,
1185/18,4060,1/22/2021,
119/13,120,1/7/2021,
1199/20,245,1/29/2021,
120/18,64,1/12/2021,
1207/20,297,1/18/2021,
121/17,84,1/21/2021,
122/20,316,1/7/2021,
1221/20,256,1/25/2021,
1224/13,133,1/10/2021,
1226/13,889,1/6/2021,
123/14,628,1/6/2021,
123/17,65,1/24/2021,
124/20,905,1/5/2021,
1252/19,135,1/5/2021,
1252/21,114,1/4/2021,
1255/20,102,1/25/2021,
1272/20,152,1/3/2021,
128/18,1064,1/11/2021,
1286/20,140,1/25/2021,
129/19,1115,1/6/2021,
13/20,1090,1/4/2021,
13/21,695,1/7/2021,
130/19,455,1/31/2021,
130/19,453,1/3/2021,
1306/18,231,1/19/2021,
131/19,1478,1/4/2021,
132/19,1008,1/11/2021,
1327/20,177,1/19/2021,
1330/20,223,1/27/2021,
1336/19,151,1/10/2021,
135/19,109,1/12/2021,
1368/18,295,1/24/2021,
137/18`,108,1/12/2021,
137/20,596,1/6/2021,
138/02,152,1/19/2021,
138/03,406,1/26/2021,
14/20,359,1/6/2021,
1413/19,145,1/25/2021,
1426/19,286,1/28/2021,
143/19,295,1/13/2021,
144/17,152,1/6/2021,
145/19,843,1/6/2021,
145/20,1409,1/6/2021,
1456/20,385,1/6/2021,
146/19,208,1/10/2021,
146/20,1206,1/6/2021,
146/21,116,1/26/2021,
146/21,104,1/16/2021,
1468/17,79,1/6/2021,
148/21,63,1/27/2021,
1483/20,214,1/8/2021,
1490/20,384,1/18/2021,
15/18,109,1/29/2021,
15/20,698,1/1/2021,
15/21,96,1/11/2021,
1504/20,537,1/13/2021,
152/19,851,1/4/2021,
154/20,167,1/28/2021,
154/20,162,1/12/2021,
156/16,75,1/5/2021,
156/18,412,1/20/2021,
156/19,887,1/5/2021,
156/20,582,1/3/2021,
1569/19,1425,1/7/2021,
1569/19,1067,1/1/2021,
1574/20,190,1/27/2021,
158/07,92,1/24/2021,
1585/21,436,1/4/2021,
159/18,1010,1/6/2021,
159/20,147,1/11/2021,
1590/19,143,1/11/2021,
16/21,75,1/8/2021,
16/5,188,1/11/2021,
160/11,161,1/19/2021,
160/15,82,1/7/2021,
1606/17,90,1/27/2021,
1620/19,152,1/17/2021,
163/20,900,1/4/2021,
166/20,84,1/29/2021,
166/20,78,1/25/2021,
166/20,95,1/22/2021,
166/20,98,1/18/2021,
166/20,92,1/15/2021,
166/20,99,1/11/2021,
166/20,104,1/8/2021,
166/20,146,1/1/2021,
1693/15,167,1/29/2021,
17/21,401,1/8/2021,
170/18,784,1/18/2021,
171/17,78,1/17/2021,
171/20,85,1/12/2021,
1726/18,180,1/4/2021,
173/18,704,1/5/2021,
174/02,256,1/26/2021,
175/16,105,1/24/2021,
175/19,106,1/7/2021,
175/19,316,1/4/2021,
176/20,1083,1/30/2021,
176/20,945,1/11/2021,
177/14,319,1/7/2021,
179/09,73,1/19/2021,
18/18,527,1/5/2021,
18/19,107,1/21/2021,
18/21,71,1/11/2021,
180/14,131,1/28/2021,
181/15,88,1/22/2021,
182/17,971,1/5/2021,
182/18,525,1/20/2021,
183/11,100,1/26/2021,
183/13,123,1/31/2021,
183/19,787,1/5/2021,
184/20,257,1/27/2021,
1857/14,123,1/4/2021,
186/10,74,1/7/2021,
186/20,81,1/26/2021,
187/19,155,1/19/2021,
188/11,67,1/7/2021,
189/00,84,1/10/2021,
189/18,611,1/5/2021,
19/20,685,1/6/2021,
19/21,113,1/11/2021,
19/21,573,1/7/2021,
190/06,190,1/7/2021,
190/18,82,1/28/2021,
190/19,630,1/22/2021,
1904/21,206,1/7/2021,
191/19,319,1/28/2021,
191/2019,118,1/12/2021,
192/11,136,1/24/2021,
193/13,106,1/25/2021,
193/14,351,1/18/2021,
193/17,653,1/23/2021,
195/12,76,1/17/2021,
195/20,631,1/23/2021,
195/20,774,1/2/2021,
1969/13,256,1/7/2021,
196999`,533,1/8/2021,
198/17,62,1/31/2021,
198/17,93,1/3/2021,
198/20,144,1/19/2021,
1982/21,53,1/5/2021,
199/12,1192,1/8/2021,
199/12,1326,1/4/2021,
199/12.,136,1/8/2021,
1996/18,118,1/25/2021,
1996/19,158,1/7/2021,
20/18,724,1/21/2021,
20/21,828,1/21/2021,
20/21,211,1/11/2021,
20/21,647,1/7/2021,
200/14,76,1/5/2021,
2004/13,75,1/19/2021,
201/19,195,1/21/2021,
202/10,770,1/4/2021,
2020/20,61,1/26/2021,
203/18,855,1/5/2021,
203/19,51,1/7/2021,
204/18,277,1/11/2021,
204/20,688,1/4/2021,
2055/14,86,1/27/2021,
206/16,161,1/11/2021,
2068/19,219,1/21/2021,
207/13,95,1/7/2021,
2090/21,727,1/5/2021,
2093/18,286,1/5/2021,
21/13,502,1/19/2021,
21/20,112,1/1/2021,
21/21,124,1/11/2021,
210/11,583,1/27/2021,
211/08,147,1/7/2021,
211/17,563,1/5/2021,
2115/18,188,1/12/2021,
212/12,110,1/24/2021,
213/18,1054,1/17/2021,
2139/13,160,1/7/2021,
214/18,86,1/28/2021,
214/20,176,1/25/2021,
215/20,262,1/27/2021,
216/18,108,1/12/2021,
216/20,97,1/5/2021,
2166/18,108,1/7/2021,
217/17,425,1/20/2021,
217/19,100,1/26/2021,
218/14,97,1/24/2021,
218/15,64,1/26/2021,
218/19,110,1/12/2021,
218/19,143,1/5/2021,
218/19,530,1/5/2021,
218/20,1426,1/5/2021,
219/04,143,1/25/2021,
22/21,133,1/7/2021,
220/15,188,1/5/2021,
220/20,1034,1/5/2021,
2202/14,603,1/9/2021,
221/20,108,1/4/2021,
221/4,155,1/21/2021,
222/01,854,1/4/2021,
222/11,95,1/11/2021,
223/17,767,1/5/2021,
224/14,154,1/12/2021,
225/12,445,1/18/2021,
225/14,167,1/5/2021,
2253/21,74,1/9/2021,
226/14,76,1/31/2021,
227/18,941,1/4/2021,
228/20,446,1/11/2021,
229/16,803,1/29/2021,
229/19,1108,1/4/2021,
23/21,246,1/7/2021,
230/19,140,1/21/2021,
231/20,434,1/28/2021,
232/19,663,1/5/2021,
232/19,590,1/1/2021,
232/20,161,1/22/2021,
232/20,134,1/19/2021,
232/20,142,1/7/2021,
233/09,105,1/28/2021,
233/09,130,1/25/2021,
233/19,531,1/13/2021,
234/20,300,1/21/2021,
2347/21,104,1/8/2021,
235/16,267,1/4/2021,
235/20,263,1/2/2021,
235/21,225,1/7/2021,
237/20,1102,1/5/2021,
237/20,1036,1/1/2021,
238/18,823,1/4/2021,
238/19,95,1/28/2021,
238/20,53,1/14/2021,
238/20,1205,1/5/2021,
239/14,58,1/24/2021,
24/02,134,1/14/2021,
24/21,50,1/22/2021,
24/21,71,1/11/2021,
24/21,163,1/1/2021,
240/19,108,1/7/2021,
240/20,145,1/21/2021,
242/10,55,1/26/2021,
2443/21,154,1/30/2021,
2443/21,152,1/16/2021,
245/17,164,1/26/2021,
246/18,124,1/14/2021,
246/18,1016,1/7/2021,
247/16,176,1/12/2021,
2475/21,113,1/9/2021,
250/08,93,1/8/2021,
250/15,74,1/5/2021,
250/20,693,1/6/2021,
250/20,1190,1/5/2021,
251/20,464,1/20/2021,
253/17,364,1/27/2021,
254/10,117,1/26/2021,
254/20,282,1/6/2021,
2547/21,595,1/7/2021,
255/14,715,1/6/2021,
255/18,683,1/4/2021,
256/20,936,1/6/2021,
257/12,444,1/20/2021,
257/13,899,1/4/2021,
257/13.,1017,1/4/2021,
257/13...,918,1/4/2021,
257/18,285,1/4/2021,
257/19,1181,1/12/2021,
257/19,1142,1/5/2021,
259/04,129,1/11/2021,
26/21,134,1/11/2021,
261/09,136,1/12/2021,
262/19,899,1/3/2021,
262/20,468,1/7/2021,
263/19,537,1/6/2021,
264/16,1010,1/4/2021,
267/19,76,1/28/2021,
268/15,187,1/13/2021,
268/15,134,1/7/2021,
26A,48,1/26/2021,
27/19,206,1/6/2021,
27/20,76,1/27/2021,
270/18,864,1/6/2021,
271/11,159,1/7/2021,
271/17,48,1/5/2021,
272/17,85,1/10/2021,
273/16,715,1/4/2021,
274/12,119,1/26/2021,
274/19,127,1/5/2021,
276/15,98,1/17/2021,
276/20,584,1/20/2021,
277/17,100,1/12/2021,
277/18,925,1/5/2021,
278/13,91,1/14/2021,
278/17,90,1/26/2021,
279/11,1133,1/6/2021,
279/13,841,1/7/2021,
28/21,618,1/12/2021,
280/00,136,1/17/2021,
280/14,177,1/1/2021,
281/16,499,1/4/2021,
2821/21,628,1/7/2021,
283/18,128,1/29/2021,
283/18,156,1/26/2021,
283/18,138,1/22/2021,
283/18,127,1/18/2021,
283/18,121,1/15/2021,
283/18,126,1/11/2021,
283/18,136,1/7/2021,
283/18,129,1/4/2021,
283/18,132,1/1/2021,
2835/21,598,1/7/2021,
284/13,121,1/17/2021,
284/17,190,1/6/2021,
284/19,98,1/5/2021,
284/20,113,1/27/2021,
284/20,107,1/18/2021,
284/20,113,1/15/2021,
284/20,99,1/11/2021,
284/20,110,1/8/2021,
284/20,103,1/4/2021,
285/18,949,1/15/2021,
286/03,222,1/7/2021,
286/20,619,1/5/2021,
288/13,100,1/7/2021,
288/17,131,1/14/2021,
288/20,1085,1/4/2021,
288/20,100,1/1/2021,
289/10?,717,1/22/2021,
2890/21,50,1/7/2021,
2894/21,599,1/7/2021,
29/04,661,1/5/2021,
290/19,538,1/6/2021,
290/20,808,1/5/2021,
291/18,163,1/17/2021,
292/20,694,1/5/2021,
293/14,762,1/19/2021,
293/17,129,1/10/2021,
295/00,58,1/12/2021,
295/19,210,1/27/2021,
296/19,871,1/26/2021,
297/16,510,1/16/2021,
297/17,106,1/19/2021,
297/19,1143,1/4/2021,
298/20,88,1/26/2021,
299/06,691,1/4/2021,
299/13,470,1/13/2021,
299/19,814,1/5/2021,
30/07,66,1/14/2021,
30/07,1239,1/6/2021,
30/20,987,1/7/2021,
30/21,183,1/21/2021,
30/21,1158,1/19/2021,
300/16,778,1/4/2021,
301/19,414,1/25/2021,
301/19,348,1/7/2021,
302/20,744,1/6/2021,
303/21,358,1/7/2021,
3030/20,231,1/8/2021,
305/11,52,1/4/2021,
305/16,180,1/24/2021,
31/04,130,1/14/2021,
31/20,372,1/17/2021,
31/21,621,1/21/2021,
312/16,374,1/25/2021,
312/20,938,1/4/2021,
313/19,101,1/26/2021,
313/19,99,1/12/2021,
316/12,223,1/26/2021,
318/14,653,1/22/2021,
32/19,1091,1/6/2021,
32/19,1084,1/6/2021,
32/21,68,1/13/2021,
32/21,258,1/11/2021,
320/18,1124,1/5/2021,
322/17,372,1/13/2021,
322/9,62,1/7/2021,
324/14,131,1/21/2021,
325/20,479,1/6/2021,
327/17,446,1/13/2021,
3275/21,867,1/14/2021,
328/02,306,1/7/2021,
329/16,188,1/21/2021,
33/20,856,1/6/2021,
33/20,804,1/2/2021,
3306/21,62,1/8/2021,
331/19,418,1/7/2021,
332/18,81,1/5/2021,
332/19,220,1/21/2021,
333/18,615,1/27/2021,
334/07,682,1/7/2021,
3351/21,222,1/20/2021,
336/05,90,1/21/2021,
338/14,104,1/3/2021,
338/18,194,1/14/2021,
338/19,211,1/27/2021,
34/04,432,1/5/2021,
34/12,78,1/27/2021,
34/19,80,1/15/2021,
34/20,121,1/29/2021,
34/20,132,1/1/2021,
340/00,210,1/28/2021,
340/00,175,1/12/2021,
340/09,64,1/7/2021,
340/17,81,1/19/2021,
340/20,518,1/31/2021,
342/08,71,1/19/2021,
345/17,131,1/18/2021,
345/19,78,1/24/2021,
345/20,154,1/11/2021,
3461/21,609,1/11/2021,
347/20,54,1/11/2021,
349..?,934,1/2/2021,
349/15,61,1/6/2021,
349/19,156,1/17/2021,
35/21,437,1/15/2021,
350/18,131,1/29/2021,
350/18,143,1/25/2021,
350/18,161,1/22/2021,
350/18,197,1/18/2021,
350/18,217,1/15/2021,
350/19,706,1/4/2021,
351/06,132,1/5/2021,
351/20,116,1/18/2021,
351/20,427,1/5/2021,
352/18,92,1/14/2021,
352/20,744,1/6/2021,
353/06,117,1/14/2021,
353/16,693,1/6/2021,
3544/204,662,1/10/2021,
3566/20,151,1/9/2021,
357/18,922,1/5/2021,
357/20,217,1/27/2021,
357/20,1149,1/6/2021,
358/12,102,1/31/2021,
36/20,990,1/5/2021,
360/17,114,1/21/2021,
360/20,128,1/2/2021,
361/16,121,1/24/2021,
361/19,359,1/18/2021,
362/04,188,1/10/2021,
362/06,95,1/21/2021,
362/15,993,1/7/2021,
362/17,674,1/18/2021,
362/20,81,1/30/2021,
3620/20,69,1/14/2021,
3620/20,75,1/4/2021,
363/13,171,1/12/2021,
363/19,102,1/19/2021,
364/13,556,1/4/2021,
365/20,70,1/26/2021,
365/20,649,1/6/2021,
366/16,1229,1/4/2021,
366/19,87,1/7/2021,
367/12,460,1/7/2021,
367/13,121,1/31/2021,
367/13,111,1/3/2021,
367/2007,80,1/24/2021,
368/05,132,1/20/2021,
368/17,817,1/4/2021,
369/11,378,1/7/2021,
369/13,1049,1/6/2021,
369/19,992,1/11/2021,
37/21,272,1/26/2021,
37/21,213,1/12/2021,
37/21.,285,1/12/2021,
370/10,78,1/24/2021,
370/17,75,1/20/2021,
372/13,827,1/5/2021,
374/15,791,1/7/2021,
3747/20,34,1/1/2021,
375/09,137,1/17/2021,
376/19,117,1/12/2021,
3766/21,1165,1/9/2021,
377/16,122,1/21/2021,
377/16,94,1/21/2021,
378/17,70,1/18/2021,
378/19,110,1/12/2021,
379/15,773,1/4/2021,
379/17,986,1/4/2021,
379/18,177,1/12/2021,
38/00,113,1/26/2021,
38/16,261,1/18/2021,
38/19,649,1/13/2021,
38/20,186,1/18/2021,
38/20,503,1/8/2021,
380/08,1248,1/4/2021,
381/15,155,1/26/2021,
381/15,155,1/18/2021,
381/15,132,1/14/2021,
382/19,948,1/6/2021,
382/20,704,1/4/2021,
3821/21,98,1/14/2021,
383/18,690,1/18/2021,
383/19,475,1/20/2021,
385/17,197,1/25/2021,
385/18,310,1/26/2021,
385/19,864,1/5/2021,
386/19,320,1/27/2021,
386/20,70,1/12/2021,
387/19,1077,1/20/2021,
387/20,989,1/6/2021,
388/07,221,1/24/2021,
388/07,236,1/19/2021,
388/07,268,1/12/2021,
388/18,639,1/20/2021,
388/20,164,1/4/2021,
389/02,158,1/1/2021,
389/17,1158,1/7/2021,
39/16,521,1/10/2021,
39/21,598,1/21/2021,
39/21,522,1/15/2021,
39/21,521,1/12/2021,
390/08,179,1/19/2021,
390/18,155,1/7/2021,
391/17,151,1/5/2021,
392/08,100,1/1/2021,
393/20,101,1/12/2021,
394/16,153,1/11/2021,
394/19,513,1/14/2021,
395/18,782,1/7/2021,
396/00,103,1/21/2021,
398/03,126,1/3/2021,
398/14,1104,1/28/2021,
398/14,1347,1/4/2021,
398/20,853,1/7/2021,
399/13,673,1/10/2021,
3992/21,736,1/11/2021,
40/00,273,1/18/2021,
40/20,182,1/18/2021,
401/16,723,1/3/2021,
401/17,1095,1/11/2021,
401/20,741,1/13/2021,
403/16,1224,1/6/2021,
403/20,732,1/27/2021,
404/15,832,1/15/2021,
405/10,648,1/4/2021,
405/20,716,1/22/2021,
407/03,98,1/7/2021,
407/18,1085,1/24/2021,
407/20,869,1/1/2021,
4083/21,127,1/10/2021,
41/14,672,1/7/2021,
41/20,213,1/18/2021,
410/20,122,1/26/2021,
412/20,482,1/20/2021,
