1000/09,159,1/5/2021,
415/15,810,1/26/2021,
415/15,972,1/12/2021,
415/17,1040,1/4/2021,
415/20,76,1/14/2021,
42/10,97,1/3/2021,
420/19,1557,1/11/2021,
421/19,979,1/6/2021,
421/20,101,1/21/2021,
423/14,952,1/23/2021,
423/14,910,1/4/2021,
423/16,117,1/21/2021,
423/17,625,1/22/2021,
424/19,1026,1/7/2021,
425/04,153,1/7/2021,
425/18,721,1/5/2021,
425/19,1156,1/11/2021,
427/11,978,1/5/2021,
427/11.,1020,1/5/2021,
427/12,79,1/25/2021,
427/18,1113,1/10/2021,
427/18,1296,1/7/2021,
4275/21,1086,1/11/2021,
429/19,481,1/1/2021,
43/10,336,1/12/2021,
43/14,1291,1/7/2021,
43/21,604,1/20/2021,
43/21,97,1/18/2021,
430/10,441,1/5/2021,
430/19,52,1/14/2021,
431/20,434,1/5/2021,
432/17,101,1/12/2021,
432/18,864,1/6/2021,
433/09,177,1/13/2021,
434/17,175,1/24/2021,
435/18,225,1/20/2021,
436/18,621,1/8/2021,
437/20,484,1/4/2021,
438/06,1133,1/5/2021,
438/148,180,1/5/2021,
438/17,516,1/4/2021,
438/19,88,1/14/2021,
438/20,119,1/15/2021,
439/01,122,1/10/2021,
44/19,98,1/26/2021,
44/19,99,1/1/2021,
44/20,140,1/26/2021,
44/20,139,1/19/2021,
44/20,157,1/17/2021,
44/20,160,1/11/2021,
44/20,181,1/6/2021,
44/20,189,1/5/2021,
44/21,60,1/18/2021,
440/18,1313,1/6/2021,
440/20,794,1/6/2021,
441/20,578,1/27/2021,
443/03,232,1/21/2021,
444/18,813,1/8/2021,
444/20,265,1/10/2021,
445/14,108,1/31/2021,
445/14,121,1/3/2021,
445/19,99,1/11/2021,
446/07,77,1/26/2021,
446/07,73,1/12/2021,
446/18,114,1/17/2021,
447/17,106,1/25/2021,
448/17,68,1/12/2021,
449/20,765,1/2/2021,
45/21,599,1/27/2021,
45/21,72,1/18/2021,
450/15,141,1/27/2021,
450/15,111,1/7/2021,
451/17,146,1/6/2021,
452/13,860,1/4/2021,
455/12,923,1/5/2021,
456/20,131,1/13/2021,
457/19,105,1/17/2021,
457/20,1063,1/1/2021,
459/11,443,1/12/2021,
459/20,264,1/27/2021,
46/21,205,1/20/2021,
461/12,336,1/20/2021,
462/20,1464,1/7/2021,
463/18,566,1/6/2021,
463/20,309,1/6/2021,
4661/20,545,1/11/2021,
467/20,183,1/5/2021,
468/18,130,1/25/2021,
468/19,69,1/4/2021,
468/20,672,1/6/2021,
469/18,1114,1/18/2021,
47/19,956,1/6/2021,
47/19,715,1/1/2021,
470/07,52,1/17/2021,
470/13,172,1/17/2021,
470/5,257,1/26/2021,
471/02,118,1/12/2021,
471/15,82,1/12/2021,
471/17,127,1/26/2021,
471/20,913,1/12/2021,
472/18,127,1/26/2021,
472/20,495,1/6/2021,
474/20,279,1/31/2021,
475/18,51,1/26/2021,
4790/21,613,1/11/2021,
48/18,108,1/15/2021,
48/20,305,1/14/2021,
48/21,295,1/22/2021,
48/21,43,1/18/2021,
480/16,131,1/27/2021,
480/16,120,1/5/2021,
480/16,115,1/1/2021,
481/17,591,1/4/2021,
481/19,449,1/20/2021,
482/20,427,1/3/2021,
483/16,1093,1/4/2021,
484/07,791,1/5/2021,
485/14,491,1/18/2021,
485/19,956,1/18/2021,
486/120,449,1/21/2021,
486/19,480,1/15/2021,
486/19,89,1/8/2021,
486/19,657,1/6/2021,
486/20,448,1/7/2021,
488/15,481,1/19/2021,
488/19,916,1/4/2021,
488/20.,320,1/7/2021,
49/05,1298,1/6/2021,
49/19,99,1/26/2021,
49/19,121,1/7/2021,
49/21,582,1/21/2021,
49/21,735,1/16/2021,
492/19,752,1/5/2021,
492/20,657,1/11/2021,
493/21,241,1/11/2021,
494/17,1006,1/6/2021,
495/20,1260,1/4/2021,
499/21,447,1/9/2021,
50/15,76,1/7/2021,
50/20,509,1/6/2021,
501/20,755,1/21/2021,
502/14,253,1/4/2021,
505/11,1331,1/4/2021,
507/16,114,1/12/2021,
5080/21,379,1/13/2021,
509/17,60,1/14/2021,
51/20,534,1/4/2021,
510/15,294,1/26/2021,
511/20,429,1/13/2021,
512/21,125,1/8/2021,
513/19,159,1/4/2021,
514/07,89,1/7/2021,
515/01,47,1/10/2021,
516/15,67,1/12/2021,
516/16,241,1/12/2021,
518/20,159,1/17/2021,
519/17,110,1/17/2021,
52/07,87,1/31/2021,
52/8,175,1/6/2021,
520/01,526,1/5/2021,
520/20,490,1/13/2021,
520/20,473,1/1/2021,
521/18,150,1/7/2021,
522/20,206,1/5/2021,
523/17,851,1/11/2021,
523/20,82,1/5/2021,
5236/21,110,1/12/2021,
524/14,58,1/18/2021,
526/16,69,1/10/2021,
526/20,796,1/19/2021,
528/18,436,1/6/2021,
529/20,60,1/17/2021,
53/12,244,1/26/2021,
53/20,776,1/18/2021,
53/20,132,1/14/2021,
530/14,85,1/21/2021,
530/19,704,1/4/2021,
531/19,189,1/7/2021,
5336/21,230,1/19/2021,
535/01,412,1/4/2021,
535/19,727,1/11/2021,
535/19,1142,1/6/2021,
537/19,54,1/22/2021,
538/19,238,1/8/2021,
538/20,1123,1/12/2021,
54/18,133,1/19/2021,
54/21,171,1/31/2021,
540/15,117,1/5/2021,
540/19,118,1/7/2021,
541/04,126,1/21/2021,
541/19,539,1/5/2021,
542/419,235,1/18/2021,
544/16,877,1/5/2021,
544/19,79,1/17/2021,
545/20,83,1/29/2021,
546/13,76,1/31/2021,
547/13,91,1/11/2021,
547/16,111,1/10/2021,
5475/21,321,1/16/2021,
548/17,137,1/13/2021,
549/16,109,1/21/2021,
549/19,187,1/13/2021,
55/16,941,1/5/2021,
55/17,599,1/20/2021,
55/19,132,1/14/2021,
55`,67,1/13/2021,
5508/13,508,1/1/2021,
551/12,114,1/27/2021,
553/15,994,1/5/2021,
555/21,53,1/14/2021,
556/19,1112,1/4/2021,
5560/21,47,1/21/2021,
5560/21,71,1/14/2021,
558/15,68,1/18/2021,
56/21,606,1/20/2021,
561/17,318,1/7/2021,
562/01,773,1/4/2021,
562/17,253,1/26/2021,
566/08,356,1/10/2021,
567/17,1257,1/4/2021,
567/19,164,1/21/2021,
569/19,566,1/7/2021,
569/19,142,1/3/2021,
57/08,796,1/4/2021,
57/12,127,1/7/2021,
57/17,187,1/6/2021,
57/20,100,1/8/2021,
57/21,67,1/21/2021,
570/19,819,1/18/2021,
570/19,335,1/7/2021,
570/20,213,1/27/2021,
5700/21,668,1/16/2021,
5709/21,705,1/13/2021,
573/15,354,1/19/2021,
574/15,79,1/21/2021,
575/19,745,1/15/2021,
575/20,356,1/28/2021,
575/20,506,1/14/2021,
576/18,936,1/16/2021,
5766/21,587,1/14/2021,
5769/21,283,1/14/2021,
578/13,351,1/12/2021,
578/19,580,1/20/2021,
578/20,1099,1/4/2021,
579/16,202,1/6/2021,
579/18,58,1/11/2021,
58/10,1035,1/4/2021,
58/11,559,1/18/2021,
58/16,938,1/20/2021,
58/20,152,1/31/2021,
58/20,147,1/12/2021,
58/20,156,1/6/2021,
580/15,945,1/6/2021,
580/20,169,1/1/2021,
581/12,115,1/10/2021,
581/20,813,1/5/2021,
5816/20,445,1/22/2021,
5816/21,379,1/21/2021,
5816/21,614,1/19/2021,
5818/21,508,1/18/2021,
582/16,934,1/13/2021,
582/18,561,1/5/2021,
582/18,575,1/1/2021,
5843/21,503,1/14/2021,
585/12,105,1/10/2021,
585/17,90,1/5/2021,
586/19,843,1/6/2021,
586/20,241,1/5/2021,
587/12,84,1/14/2021,
5879/21,969,1/16/2021,
589/20,555,1/7/2021,
59/21,350,1/19/2021,
591/19,268,1/20/2021,
591/20,276,1/13/2021,
591/2003,90,1/26/2021,
593/18,1937,1/1/2021,
593/19,681,1/4/2021,
594/13,279,1/20/2021,
595/18,891,1/13/2021,
595/19,773,1/6/2021,
596/20,488,1/26/2021,
597/17,502,1/4/2021,
597/21,372,1/6/2021,
598/15,124,1/6/2021,
598/17,832,1/7/2021,
598/20,178,1/5/2021,
60/15,806,1/4/2021,
60/19,115,1/2/2021,
60/20,134,1/5/2021,
60/21,595,1/25/2021,
601/16,1019,1/7/2021,
6022/21,72,1/24/2021,
603/20,518,1/1/2021,
604/14,100,1/12/2021,
604/18,380,1/21/2021,
606/19,628,1/5/2021,
606/21,133,1/21/2021,
607/12,1166,1/6/2021,
607/18,178,1/25/2021,
607/20,93,1/19/2021,
6072`,74,1/14/2021,
608/15,999,1/7/2021,
608/15,310,1/3/2021,
608/18,680,1/5/2021,
608/18,1137,1/1/2021,
608/20,768,1/5/2021,
608/4,282,1/10/2021,
609/20,478,1/20/2021,
609/418,561,1/5/2021,
61/12,91,1/26/2021,
61/20,680,1/11/2021,
61/21,349,1/25/2021,
610/12,120,1/27/2021,
611/17,332,1/11/2021,
611/21,159,1/25/2021,
612/17,183,1/11/2021,
613/06,50,1/31/2021,
613/11,82,1/26/2021,
613/20,331,1/20/2021,
613/20,121,1/15/2021,
614/19,563,1/14/2021,
614/20,53,1/11/2021,
6145/21,1042,1/18/2021,
615/05,134,1/24/2021,
615/20,974,1/5/2021,
616/05,151,1/1/2021,
616/11,69,1/21/2021,
616/16,763,1/6/2021,
617/11,210,1/24/2021,
617/19,156,1/26/2021,
617/19,801,1/5/2021,
618/18,104,1/12/2021,
618/18,101,1/5/2021,
619/16,396,1/18/2021,
619/17,468,1/7/2021,
62/00,141,1/4/2021,
62/20,118,1/22/2021,
62/20,283,1/11/2021,
620/20,796,1/5/2021,
621/14,311,1/4/2021,
621/20,450,1/9/2021,
622/14,355,1/6/2021,
622/15,916,1/5/2021,
622/17,1047,1/5/2021,
623/18,485,1/4/2021,
623/20,170,1/20/2021,
624/18,148,1/31/2021,
626/13,616,1/13/2021,
626/13,584,1/2/2021,
627/12,425,1/25/2021,
628/16,832,1/4/2021,
629/01,645,1/10/2021,
629/18,956,1/5/2021,
629/20,96,1/12/2021,
63/20,516,1/12/2021,
63/21,284,1/20/2021,
630/18,849,1/15/2021,
630/2021,59,1/3/2021,
630/21,55,1/31/2021,
630/21,66,1/28/2021,
631/17,100,1/21/2021,
632/17,347,1/20/2021,
632/20,107,1/15/2021,
633/20,1392,1/6/2021,
635/19,1103,1/4/2021,
635/20,96,1/28/2021,
6355/21,100,1/25/2021,
6358/21,74,1/22/2021,
637/03,78,1/5/2021,
637/11,184,1/12/2021,
637/18,1081,1/8/2021,
638/20,101,1/19/2021,
639/19,1231,1/6/2021,
639/20,604,1/19/2021,
64/20,669,1/18/2021,
64/21,234,1/26/2021,
64/21,494,1/20/2021,
641/20,93,1/19/2021,
642/17,810,1/4/2021,
643/20,745,1/5/2021,
643/20.,569,1/5/2021,
644/19,70,1/10/2021,
645/18,287,1/5/2021,
645/18.,254,1/5/2021,
646/17,229,1/6/2021,
646/19,1592,1/12/2021,
65/20,112,1/7/2021,
65/21,428,1/20/2021,
650/15,51,1/20/2021,
650/20,346,1/25/2021,
651/11,888,1/7/2021,
652/15,149,1/20/2021,
652/16,76,1/17/2021,
652/18,816,1/13/2021,
652/19,118,1/19/2021,
652/19,128,1/12/2021,
655/12,103,1/21/2021,
655/17,45,1/28/2021,
655/19,362,1/25/2021,
656/16,691,1/5/2021,
656/17,109,1/26/2021,
656/19,694,1/20/2021,
658/06,161,1/24/2021,
658/15,551,1/19/2021,
659/01,239,1/12/2021,
659/20,232,1/27/2021,
66/21,379,1/27/2021,
66/21,199,1/20/2021,
661/13,232,1/11/2021,
661/20,212,1/11/2021,
663/19,1317,1/6/2021,
663/20,358,1/27/2021,
664/05,767,1/5/2021,
664/19,342,1/7/2021,
666/13,819,1/5/2021,
666/19,723,1/9/2021,
667/13,776,1/7/2021,
667/19,115,1/21/2021,
668/14,98,1/18/2021,
67/21,683,1/20/2021,
670/15,384,1/25/2021,
670/21,58,1/29/2021,
671/03,394,1/24/2021,
6710/21,89,1/17/2021,
672/16,1157,1/6/2021,
672/16,1389,1/4/2021,
673/15,92,1/4/2021,
673/20,76,1/12/2021,
675/13,105,1/12/2021,
675/17,68,1/31/2021,
675/17,75,1/3/2021,
675/18,305,1/27/2021,
675/20,426,1/6/2021,
676/15,92,1/21/2021,
6767/21,1619,1/16/2021,
68/15,85,1/7/2021,
680/18,142,1/10/2021,
681/18,826,1/7/2021,
681/18,708,1/1/2021,
681/19,841,1/12/2021,
681/20,721,1/4/2021,
682/20,400,1/31/2021,
682/20,396,1/3/2021,
684/16,395,1/13/2021,
684/18,117,1/7/2021,
685/15,158,1/19/2021,
687/18,159,1/14/2021,
689/06,340,1/10/2021,
690/14,89,1/7/2021,
694/18,132,1/19/2021,
696/17,105,1/7/2021,
696/18,146,1/27/2021,
696/18,148,1/20/2021,
696/18,157,1/11/2021,
696/18,164,1/8/2021,
696/18,142,1/4/2021,
696/18,159,1/1/2021,
696/89,69,1/14/2021,
697/08,162,1/19/2021,
697/16,91,1/5/2021,
698/16,1225,1/6/2021,
698/19,1495,1/5/2021,
698/20,723,1/7/2021,
70/05,91,1/11/2021,
701/01,92,1/9/2021,
703/18,578,1/5/2021,
703/20,166,1/24/2021,
703/20,177,1/21/2021,
703/20,155,1/13/2021,
703/20,174,1/7/2021,
703/20,164,1/6/2021,
705/19,473,1/12/2021,
706/15,709,1/5/2021,
706/15,985,1/1/2021,
707/20,865,1/4/2021,
708/20,1166,1/6/2021,
708/20,1124,1/2/2021,
709/20,402,1/12/2021,
71/15,81,1/17/2021,
71/18,546,1/15/2021,
71/19,86,1/25/2021,
71/21,50,1/29/2021,
710/16,1457,1/6/2021,
7100/21,42,1/24/2021,
7100/21,48,1/21/2021,
711/18,79,1/8/2021,
711/20,378,1/13/2021,
712/19,364,1/31/2021,
712/19,374,1/3/2021,
715/20,439,1/6/2021,
717/21,60,1/22/2021,
72/21,159,1/29/2021,
720/19,874,1/5/2021,
721/18,159,1/5/2021,
721/19,100,1/21/2021,
721/20,639,1/1/2021,
722/15,81,1/10/2021,
722/17,90,1/12/2021,
724/17,226,1/13/2021,
725/20,176,1/5/2021,
726/15,109,1/31/2021,
726/15,130,1/13/2021,
726/19,200,1/18/2021,
73/17Q,795,1/6/2021,
730/16,59,1/26/2021,
731/15,209,1/4/2021,
735/02,288,1/12/2021,
737/20,154,1/27/2021,
737/20,129,1/19/2021,
739/20,164,1/18/2021,
74/17,668,1/4/2021,
74/20,369,1/18/2021,
7402/21..,858,1/18/2021,
741/08,171,1/19/2021,
743/17,314,1/25/2021,
743/18,1071,1/4/2021,
743/20,387,1/20/2021,
747/19,906,1/5/2021,
747/20,73,1/26/2021,
749/20,508,1/21/2021,
75/19,80,1/8/2021,
75/20,1324,1/8/2021,
75/20,1313,1/6/2021,
75/20.,828,1/8/2021,
750/15,643,1/1/2021,
752/14,96,1/3/2021,
752/18,156,1/7/2021,
752/19,926,1/11/2021,
753/17,101,1/5/2021,
756/16,105,1/25/2021,
757/17,59,1/21/2021,
757/17,1213,1/6/2021,
757/18,724,1/17/2021,
759/19,937,1/4/2021,
76/01,359,1/30/2021,
76/01,354,1/20/2021,
76/19,221,1/27/2021,
761/14,74,1/3/2021,
761/15,64,1/24/2021,
761/18,539,1/22/2021,
762/16,80,1/12/2021,
763/01,1269,1/14/2021,
763/16,638,1/5/2021,
763/17,408,1/25/2021,
764/15,108,1/10/2021,
765/19,188,1/11/2021,
766/14,211,1/7/2021,
767/18,343,1/12/2021,
77/07,63,1/25/2021,
77/14,878,1/7/2021,
77/21,744,1/25/2021,
770/13,49,1/7/2021,
771/07,80,1/11/2021,
771/13,240,1/18/2021,
771/20,1110,1/4/2021,
774/17,781,1/5/2021,
775/16,59,1/26/2021,
7750/21,799,1/18/2021,
776/14,1524,1/7/2021,
776/15,53,1/6/2021,
776/18,553,1/4/2021,
778/19,130,1/29/2021,
778/19,125,1/25/2021,
778/19,136,1/22/2021,
778/19,140,1/18/2021,
778/19,130,1/15/2021,
778/19,144,1/11/2021,
778/19,162,1/8/2021,
778/19,193,1/4/2021,
778/19,309,1/1/2021,
780/15,360,1/11/2021,
780/19,165,1/5/2021,
780/20,233,1/15/2021,
781/12,145,1/27/2021,
781/18,834,1/22/2021,
782/18,162,1/5/2021,
783/20,123,1/25/2021,
783/20,133,1/22/2021,
783/20,129,1/18/2021,
783/20,131,1/15/2021,
783/20,124,1/13/2021,
783/20,114,1/8/2021,
784/08,112,1/21/2021,
785/20,1177,1/6/2021,
787/20,821,1/13/2021,
787/20,119,1/4/2021,
7889/21,129,1/27/2021,
7889/21,195,1/24/2021,
789/19,602,1/20/2021,
79/21,884,1/25/2021,
791/07,134,1/7/2021,
791/18,84,1/19/2021,
791/18,722,1/4/2021,
791/20,357,1/20/2021,
792/12,204,1/10/2021,
792/15,160,1/31/2021,
792/20,400,1/6/2021,
793/06,830,1/4/2021,
793/16,113,1/21/2021,
793/20,280,1/6/2021,
794/16,823,1/4/2021,
794/20,335,1/12/2021,
795/19,1122,1/5/2021,
795/20,335,1/6/2021,
796/11,907,1/11/2021,
796/20,405,1/1/2021,
799/18,742,1/5/2021,
80/16,69,1/5/2021,
801/20,128,1/28/2021,
802/17,871,1/4/2021,
803/20,94,1/19/2021,
805/17,794,1/6/2021,
805/18,902,1/4/2021,
805/20,122,1/7/2021,
806/02,325,1/11/2021,
806/16,240,1/7/2021,
807/12,100,1/19/2021,
807/12,99,1/12/2021,
807/16,96,1/7/2021,
807/19,108,1/28/2021,
809/15,1132,1/4/2021,
809/16,950,1/6/2021,
811/18,764,1/5/2021,
8114/21,493,1/19/2021,
813/08,848,1/6/2021,
815/01,352,1/4/2021,
818/13,170,1/17/2021,
819/04,58,1/26/2021,
819/15,140,1/21/2021,
82/18,299,1/27/2021,
82/20,496,1/6/2021,
82/20,558,1/1/2021,
820/14,80,1/3/2021,
822/19,719,1/6/2021,
823/20,338,1/20/2021,
825/19,641,1/4/2021,
826/19,114,1/26/2021,
826/19,136,1/19/2021,
826/19,113,1/12/2021,
826/20,161,1/14/2021,
827/12,582,1/6/2021,
828/19,829,1/9/2021,
830/12,94,1/12/2021,
830/17,142,1/12/2021,
831/14,246,1/11/2021,
831/16,649,1/24/2021,
835/19.,1126,1/6/2021,
836/10,829,1/5/2021,
836/16,590,1/4/2021,
837/04,101,1/8/2021,
837/16,1402,1/11/2021,
838/20,619,1/28/2021,
839/20,76,1/6/2021,
84/06,120,1/7/2021,
84/19,101,1/22/2021,
844/20,814,1/6/2021,
844/20,742,1/4/2021,
845/18,1194,1/6/2021,
846/11,498,1/7/2021,
846/18,123,1/7/2021,
847/17,110,1/8/2021,
847/20,231,1/12/2021,
848/17,140,1/25/2021,
848/20,221,1/7/2021,
849/17,126,1/26/2021,
849/19,144,1/21/2021,
85/21,362,1/27/2021,
850/07,1479,1/5/2021,
850/20,214,1/22/2021,
850/20,620,1/12/2021,
851/13,118,1/19/2021,
851/20,619,1/27/2021,
851/20,152,1/5/2021,
853/13,1034,1/4/2021,
853/19,565,1/5/2021,
854/19,500,1/14/2021,
858/14,75,1/12/2021,
859/19,931,1/2/2021,
86/21,337,1/27/2021,
862/18,739,1/1/2021,
863/15,1063,1/4/2021,
863/16,724,1/4/2021,
863/17,696,1/6/2021,
864/18,146,1/13/2021,
865/13,174,1/25/2021,
865/19,604,1/29/2021,
866/08,99,1/19/2021,
866/10,147,1/5/2021,
866/12,161,1/9/2021,
867/20,332,1/8/2021,
869/15,252,1/19/2021,
87/17,639,1/7/2021,
87/19,162,1/5/2021,
87/21,436,1/27/2021,
870/19,241,1/11/2021,
871/17,246,1/4/2021,
871/19,477,1/20/2021,
872/11,261,1/29/2021,
872/11,303,1/3/2021,
872/12,93,1/5/2021,
872/19,94,1/24/2021,
873/18,315,1/27/2021,
873/19,967,1/8/2021,
874/17,81,1/10/2021,
874/19,115,1/4/2021,
875/20,272,1/30/2021,
877/20,82,1/31/2021,
877/20,98,1/5/2021,
878/17,740,1/6/2021,
878/20,821,1/25/2021,
878/20,86,1/24/2021,
879/18,150,1/3/2021,
879/19,244,1/10/2021,
879/20,73,1/12/2021,
88/14,120,1/12/2021,
88/21,304,1/27/2021,
880/20,153,1/24/2021,
881/15,47,1/20/2021,
884/14,62,1/4/2021,
884/19,672,1/4/2021,
885/09,66,1/13/2021,
887/14,829,1/11/2021,
887/2021,130,1/3/2021,
89/16,109,1/31/2021,
89/16,105,1/3/2021,
89/20,777,1/11/2021,
89/21,639,1/27/2021,
890/15,931,1/26/2021,
890/15,699,1/19/2021,
890/15,647,1/5/2021,
890/20,794,1/6/2021,
891/18,1103,1/6/2021,
892/13,283,1/4/2021,
892/18,683,1/6/2021,
892/19,457,1/6/2021,
893/20,688,1/5/2021,
895/08,164,1/10/2021,
895/20,470,1/28/2021,
897/11,140,1/11/2021,
897/16,149,1/26/2021,
899/17,70,1/10/2021,
90/20,970,1/5/2021,
901/11,113,1/3/2021,
901/16,820,1/4/2021,
901/17,247,1/31/2021,
901/18,91,1/10/2021,
902/20,316,1/28/2021,
905/19,329,1/7/2021,
906/10,118,1/19/2021,
906/20,131,1/29/2021,
907/20,404,1/6/2021,
908/18,857,1/6/2021,
909/13,576,1/22/2021,
909/19,103,1/27/2021,
909/19,98,1/18/2021,
909/19,101,1/13/2021,
909/19,118,1/5/2021,
909/19,105,1/1/2021,
91/08,402,1/19/2021,
91/17,228,1/23/2021,
91/21,388,1/27/2021,
910/19,169,1/20/2021,
910/20,715,1/6/2021,
911/15,918,1/5/2021,
912/20,681,1/4/2021,
914/20,58,1/2/2021,
915/16,1133,1/6/2021,
915/6,60,1/21/2021,
916/15,616,1/31/2021,
916/15,746,1/6/2021,
916/15,902,1/3/2021,
916/19,187,1/4/2021,
917/17,80,1/19/2021,
918/20,436,1/7/2021,
918/20,363,1/2/2021,
919/20,731,1/13/2021,
92/09,63,1/26/2021,
92/19,229,1/5/2021,
920/19,774,1/5/2021,
921/17,896,1/8/2021,
922/20,198,1/8/2021,
923/20,122,1/22/2021,
926/14,120,1/17/2021,
926/20,123,1/26/2021,
927/18,139,1/21/2021,
927/20,130,1/26/2021,
927/20,128,1/20/2021,
927/20,122,1/13/2021,
927/20,143,1/6/2021,
928/20,569,1/25/2021,
928/20,84,1/1/2021,
929/04,142,1/20/2021,
929/15,750,1/4/2021,
93/03,431,1/10/2021,
93/12,86,1/5/2021,
93/17,312,1/27/2021,
93/20,50,1/26/2021,
93/20,525,1/20/2021,
93/21,255,1/28/2021,
931/18,157,1/11/2021,
932/18,78,1/25/2021,
932/19,163,1/4/2021,
935/13,67,1/26/2021,
936/16,927,1/6/2021,
937/15,83,1/11/2021,
938/19,488,1/1/2021,
938/20,203,1/28/2021,
938/20,399,1/13/2021,
939/13,480,1/11/2021,
940/14,492,1/17/2021,
9409/21,362,1/23/2021,
941/06,77,1/12/2021,
942/16,182,1/14/2021,
943/12,120,1/3/2021,
945/19,1242,1/5/2021,
946/19,252,1/19/2021,
948/15,133,1/12/2021,
949/20,260,1/4/2021,
95/12,51,1/12/2021,
95/18,485,1/5/2021,
952/19,277,1/5/2021,
9571/51,70,1/27/2021,
958/16,676,1/6/2021,
959/18,52,1/17/2021,
959/18,837,1/6/2021,
959/19,681,1/7/2021,
959/20,471,1/20/2021,
96/08,991,1/6/2021,
96/19,105,1/11/2021,
962/19,778,1/8/2021,
963/13,415,1/6/2021,
963/13,895,1/5/2021,
964/10,629,1/24/2021,
965/19,665,1/24/2021,
966/20,111,1/21/2021,
966/20,97,1/13/2021,
966/20,133,1/9/2021,
966/20,173,1/5/2021,
969/17,1286,1/5/2021,
969/18,928,1/5/2021,
970/19,608,1/12/2021,
970/19.,614,1/12/2021,
971/17,87,1/31/2021,
971/19,1378,1/4/2021,
972/19,393,1/18/2021,
973/18,273,1/27/2021,
974/16,132,1/19/2021,
975/09,64,1/5/2021,
975/18,1440,1/13/2021,
975/20,350,1/18/2021,
979/03,401,1/6/2021,
98/20,1679,1/6/2021,
98/21,1624,1/2/2021,
980/19,985,1/31/2021,
980/19,798,1/15/2021,
980/19,771,1/3/2021,
981/13,691,1/8/2021,
981/13,562,1/1/2021,
981/20,335,1/27/2021,
982/16,111,1/17/2021,
983/14,126,1/7/2021,
983/17,80,1/11/2021,
984/20,702,1/28/2021,
984/20,812,1/6/2021,
985/18,127,1/8/2021,
985/20,141,1/26/2021,
985/20,128,1/20/2021,
985/20,122,1/12/2021,
986/15,905,1/6/2021,
987/18,83,1/19/2021,
988/02,76,1/28/2021,
989/19,1112,1/5/2021,
990/19,151,1/21/2021,
990/20,60,1/12/2021,
992/16,98,1/14/2021,
993/18,1101,1/4/2021,
994/20,350,1/4/2021,
995/13,131,1/6/2021,
997/16,732,1/2/2021,
999/13,265,1/26/2021,
999/20,388,1/12/2021,
